cluster id	num of members	protein name	centroid genome	centroid locus	role_ids	attributes	7978mff	1279779	LAC4b	B8300	A1296	HWBA8	AB031	ab736	manniia	KAB07	bH12OA2	A1	JAB0715	OMTU433	3207	6200	B8342	ABNIH28	ZW851	
1917	4	hypothetical protein	6200	RU84_RS14030	0		ACX60_RS09980											ABA1_RS15015		IOMTU433_RS05090		RU84_RS14030				
1918	4	DUF1833 domain-containing protein	6200	RU84_RS14035	0		ACX60_RS09985											ABA1_RS15025		IOMTU433_RS05085		RU84_RS14035				
1919	4	hypothetical protein	OMTU433	IOMTU433_RS05080	0		ACX60_RS09990											ABA1_RS15030		IOMTU433_RS05080		RU84_RS14040				
1922	7	hypothetical protein	bH12OA2	LX00_RS04120	0		ACX60_RS10005										LX00_RS04120	ABA1_RS15050		IOMTU433_RS20125	Aba3207_RS00680	RU84_RS19730	AB895_RS16415			
1924	7	hypothetical protein	3207	Aba3207_RS00670	0		ACX60_RS10015										LX00_RS04110	ABA1_RS15060		IOMTU433_RS05055	Aba3207_RS00670	RU84_RS14070	AB895_RS16405			
1925	4	DUF3168 domain-containing protein	bH12OA2	LX00_RS04105	0		ACX60_RS10020										LX00_RS04105				Aba3207_RS00665		AB895_RS16400			
1926	7	hypothetical protein	B8342	AB895_RS16395	0		ACX60_RS10025										LX00_RS04100	ABA1_RS15080		IOMTU433_RS05040	Aba3207_RS00660	RU84_RS14080	AB895_RS16395			
1927	7	head-tail adaptor protein	bH12OA2	LX00_RS04095	0		ACX60_RS10030										LX00_RS04095	ABA1_RS15095		IOMTU433_RS05030	Aba3207_RS00655	RU84_RS14085	AB895_RS16390			
1928	3	hypothetical protein	7978mff	ACX60_RS10035	0		ACX60_RS10035														Aba3207_RS00650		AB895_RS16385			
1929	3	phage major capsid protein	3207	Aba3207_RS00645	0		ACX60_RS10040														Aba3207_RS00645		AB895_RS16380			
1930	3	HK97 family phage prohead protease	7978mff	ACX60_RS10045	0		ACX60_RS10045														Aba3207_RS00640		AB895_RS16375			
1931	3	phage portal protein	7978mff	ACX60_RS10050	0		ACX60_RS10050														Aba3207_RS00635		AB895_RS16370			
1932	7	terminase large subunit	3207	Aba3207_RS00630	0		ACX60_RS10055										LX00_RS04060	ABA1_RS15125		IOMTU433_RS05000	Aba3207_RS00630	RU84_RS14115	AB895_RS16365			
1934	7	hypothetical protein	3207	Aba3207_RS00625	0		ACX60_RS10065										LX00_RS04055	ABA1_RS15140		IOMTU433_RS04990	Aba3207_RS00625	RU84_RS14120	AB895_RS16360			
1935	5	hypothetical protein	3207	Aba3207_RS00615	0		ACX60_RS19155										LX00_RS04035	ABA1_RS15150			Aba3207_RS00615		AB895_RS16350			
1937	2	hypothetical protein	7978mff	ACX60_RS10080	0		ACX60_RS10080														Aba3207_RS14290					
1938	4	hypothetical protein	7978mff	ACX60_RS10085	0		ACX60_RS10085										LX00_RS04020				Aba3207_RS00605		AB895_RS16330			
1944	2	hypothetical protein	7978mff	ACX60_RS10115	0	FG-In	ACX60_RS10115										LX00_RS04000									
1945	4	hypothetical protein	3207	Aba3207_RS00580	0		ACX60_RS10120										LX00_RS03990				Aba3207_RS00580		AB895_RS16300			
1946	4	DNA helicase	3207	Aba3207_RS00575	0		ACX60_RS10125										LX00_RS03985				Aba3207_RS00575		AB895_RS16295			
1947	3	DUF1376 domain-containing protein	3207	Aba3207_RS14245	0		ACX60_RS10130										LX00_RS03980				Aba3207_RS14245					
1948	4	hypothetical protein	B8342	AB895_RS16285	0		ACX60_RS10135										LX00_RS03975				Aba3207_RS00565		AB895_RS16285			
1951	2	hypothetical protein	7978mff	ACX60_RS10150	0		ACX60_RS10150														Aba3207_RS14225					
1952	2	hypothetical protein	7978mff	ACX60_RS10155	0		ACX60_RS10155														Aba3207_RS14220					
1953	2	XRE family transcriptional regulator	7978mff	ACX60_RS19160	0	FG-In	ACX60_RS19160														Aba3207_RS14215					
1954	2	hypothetical protein	7978mff	ACX60_RS10165	0		ACX60_RS10165														Aba3207_RS14210					
1955	6	hypothetical protein	ab736	A4U85_RS05445	0		ACX60_RS10170					B7L46_RS03310		A4U85_RS05445				ABA1_RS12835		IOMTU433_RS04830			AB895_RS15495			
1957	2	class I SAM-dependent methyltransferase	7978mff	ACX60_RS10180	0		ACX60_RS10180													IOMTU433_RS04820						
1959	3	hypothetical protein	3207	Aba3207_RS00515	0		ACX60_RS10190														Aba3207_RS00515		AB895_RS16245			
1960	3	site-specific integrase	7978mff	ACX60_RS10195	0		ACX60_RS10195														Aba3207_RS00510		AB895_RS16240			
1961	19	cell division protein ZapE	7978mff	ACX60_RS10200	0		ACX60_RS10200	ABD1_RS08150	RR41_RS12180	AB987_RS17525	BS103_RS08060	B7L46_RS17550	IX88_RS09775	A4U85_RS09595	ABCIP7010_RS08015	KAB07_RS08515	LX00_RS07955	ABA1_RS08700	BJAB0715_RS09055	IOMTU433_RS10280	Aba3207_RS00505	RU84_RS09300	AB895_RS16235	C2U32_RS04355	P795_RS09335	
1962	18	AraC family transcriptional regulator	AB031	IX88_RS09770	0		ACX60_RS10205	ABD1_RS08145	RR41_RS12175		BS103_RS08055	B7L46_RS17545	IX88_RS09770	A4U85_RS09600	ABCIP7010_RS08010	KAB07_RS08510	LX00_RS07950	ABA1_RS08695	BJAB0715_RS09050	IOMTU433_RS10285	Aba3207_RS00500	RU84_RS09305	AB895_RS16230	C2U32_RS04350	P795_RS09340	
1963	17	NAD(P)/FAD-dependent oxidoreductase	JAB0715	BJAB0715_RS09045	0		ACX60_RS10210	ABD1_RS08140			BS103_RS08050	B7L46_RS17540	IX88_RS09765	A4U85_RS09605	ABCIP7010_RS08005	KAB07_RS08505	LX00_RS07945	ABA1_RS08690	BJAB0715_RS09045	IOMTU433_RS10290	Aba3207_RS00495	RU84_RS09310	AB895_RS16225	C2U32_RS04345	P795_RS09345	
1964	19	DUF340 domain-containing protein	7978mff	ACX60_RS10215	0		ACX60_RS10215	ABD1_RS08135	RR41_RS12155	AB987_RS17555	BS103_RS08045	B7L46_RS17535	IX88_RS09760	A4U85_RS09610	ABCIP7010_RS08000	KAB07_RS08500	LX00_RS07940	ABA1_RS08685	BJAB0715_RS09040	IOMTU433_RS10295	Aba3207_RS00490	RU84_RS09315	AB895_RS16220	C2U32_RS04340	P795_RS09350	
1965	19	orotidine-5'-phosphate decarboxylase	7978mff	ACX60_RS10220	0		ACX60_RS10220	ABD1_RS08130	RR41_RS12150	AB987_RS17560	BS103_RS08040	B7L46_RS17530	IX88_RS09755	A4U85_RS09615	ABCIP7010_RS07995	KAB07_RS08495	LX00_RS07935	ABA1_RS08680	BJAB0715_RS09035	IOMTU433_RS10300	Aba3207_RS00485	RU84_RS09320	AB895_RS16215	C2U32_RS04335	P795_RS09355	
1966	19	DUF1049 domain-containing protein	7978mff	ACX60_RS10225	0		ACX60_RS10225	ABD1_RS08125	RR41_RS12145	AB987_RS17565	BS103_RS08035	B7L46_RS17525	IX88_RS09750	A4U85_RS09620	ABCIP7010_RS07990	KAB07_RS08490	LX00_RS07930	ABA1_RS08675	BJAB0715_RS09030	IOMTU433_RS10305	Aba3207_RS00480	RU84_RS09325	AB895_RS16210	C2U32_RS04330	P795_RS09360	
1967	19	integration host factor subunit beta	7978mff	ACX60_RS10230	0		ACX60_RS10230	ABD1_RS08120	RR41_RS12140	AB987_RS17570	BS103_RS08030	B7L46_RS17520	IX88_RS09745	A4U85_RS09625	ABCIP7010_RS07985	KAB07_RS08485	LX00_RS07925	ABA1_RS08670	BJAB0715_RS09025	IOMTU433_RS10310	Aba3207_RS00475	RU84_RS09330	AB895_RS16205	C2U32_RS04325	P795_RS09365	
1968	19	30S ribosomal protein S1	7978mff	ACX60_RS10235	0		ACX60_RS10235	ABD1_RS08115	RR41_RS12135	AB987_RS17575	BS103_RS08025	B7L46_RS17515	IX88_RS09740	A4U85_RS09630	ABCIP7010_RS07980	KAB07_RS08480	LX00_RS07920	ABA1_RS08665	BJAB0715_RS09020	IOMTU433_RS10315	Aba3207_RS00470	RU84_RS09335	AB895_RS16200	C2U32_RS04320	P795_RS09370	
1969	19	cytidylate kinase	7978mff	ACX60_RS10240	0		ACX60_RS10240	ABD1_RS08110	RR41_RS12130	AB987_RS17580	BS103_RS08020	B7L46_RS17510	IX88_RS09735	A4U85_RS09635	ABCIP7010_RS07975	KAB07_RS08475	LX00_RS07915	ABA1_RS08660	BJAB0715_RS09015	IOMTU433_RS10320	Aba3207_RS00465	RU84_RS09340	AB895_RS16195	C2U32_RS04315	P795_RS09375	
1970	18	SRPBCC family protein	7978mff	ACX60_RS10245	0		ACX60_RS10245	ABD1_RS08105	RR41_RS12125		BS103_RS08015	B7L46_RS17505	IX88_RS09730	A4U85_RS09640	ABCIP7010_RS07970	KAB07_RS08470	LX00_RS07910	ABA1_RS08655	BJAB0715_RS09010	IOMTU433_RS10325	Aba3207_RS00460	RU84_RS09345	AB895_RS16190	C2U32_RS04310	P795_RS09380	
1971	19	tRNA adenosine(34) deaminase TadA	1279779	ABD1_RS08100	0		ACX60_RS10250	ABD1_RS08100	RR41_RS12120	AB987_RS17590	BS103_RS08010	B7L46_RS17500	IX88_RS09725	A4U85_RS09645	ABCIP7010_RS07965	KAB07_RS08465	LX00_RS07905	ABA1_RS08650	BJAB0715_RS09005	IOMTU433_RS10330	Aba3207_RS00455	RU84_RS09350	AB895_RS16185	C2U32_RS04305	P795_RS09385	
1972	19	enoyl-CoA hydratase/isomerase family protein	1279779	ABD1_RS08095	0		ACX60_RS10255	ABD1_RS08095	RR41_RS12115	AB987_RS17595	BS103_RS08005	B7L46_RS17495	IX88_RS09720	A4U85_RS09650	ABCIP7010_RS07960	KAB07_RS08460	LX00_RS07900	ABA1_RS08645	BJAB0715_RS09000	IOMTU433_RS10335	Aba3207_RS00450	RU84_RS09355	AB895_RS16180	C2U32_RS04300	P795_RS09390	
1973	19	uracil-DNA glycosylase	7978mff	ACX60_RS10260	0		ACX60_RS10260	ABD1_RS08090	RR41_RS12110	AB987_RS17600	BS103_RS08000	B7L46_RS17490	IX88_RS09715	A4U85_RS09655	ABCIP7010_RS07955	KAB07_RS08455	LX00_RS07895	ABA1_RS08640	BJAB0715_RS08995	IOMTU433_RS10340	Aba3207_RS00445	RU84_RS09360	AB895_RS16175	C2U32_RS04295	P795_RS09395	
1974	19	6-carboxytetrahydropterin synthase	7978mff	ACX60_RS10265	0		ACX60_RS10265	ABD1_RS08085	RR41_RS12105	AB987_RS17605	BS103_RS07995	B7L46_RS17485	IX88_RS09710	A4U85_RS09660	ABCIP7010_RS07950	KAB07_RS08450	LX00_RS07890	ABA1_RS08635	BJAB0715_RS08990	IOMTU433_RS10345	Aba3207_RS00440	RU84_RS09365	AB895_RS16170	C2U32_RS04290	P795_RS09400	
1975	19	general secretion pathway protein GspK	manniia	ABCIP7010_RS07945	0		ACX60_RS10270	ABD1_RS08080	RR41_RS12100	AB987_RS17610	BS103_RS07990	B7L46_RS17480	IX88_RS09705	A4U85_RS09665	ABCIP7010_RS07945	KAB07_RS08445	LX00_RS07885	ABA1_RS08630	BJAB0715_RS08985	IOMTU433_RS10350	Aba3207_RS00435	RU84_RS09370	AB895_RS16165	C2U32_RS04285	P795_RS09405	
1976	19	type II secretion system protein GspJ	1279779	ABD1_RS08075	0		ACX60_RS10275	ABD1_RS08075	RR41_RS12095	AB987_RS17615	BS103_RS07985	B7L46_RS17475	IX88_RS09700	A4U85_RS09670	ABCIP7010_RS07940	KAB07_RS08440	LX00_RS07880	ABA1_RS08625	BJAB0715_RS08980	IOMTU433_RS10355	Aba3207_RS00430	RU84_RS09375	AB895_RS16160	C2U32_RS04280	P795_RS09410	
1977	19	type II secretion system protein GspI	1279779	ABD1_RS08070	0		ACX60_RS10280	ABD1_RS08070	RR41_RS12090	AB987_RS17620	BS103_RS07980	B7L46_RS17470	IX88_RS09695	A4U85_RS09675	ABCIP7010_RS07935	KAB07_RS08435	LX00_RS07875	ABA1_RS08620	BJAB0715_RS08975	IOMTU433_RS10360	Aba3207_RS00425	RU84_RS09380	AB895_RS16155	C2U32_RS04275	P795_RS09415	
1978	19	type II secretion system protein	B8300	AB987_RS17625	0		ACX60_RS10285	ABD1_RS08065	RR41_RS12085	AB987_RS17625	BS103_RS07975	B7L46_RS17465	IX88_RS09690	A4U85_RS09680	ABCIP7010_RS07930	KAB07_RS08430	LX00_RS07870	ABA1_RS08615	BJAB0715_RS08970	IOMTU433_RS10365	Aba3207_RS00420	RU84_RS09385	AB895_RS16150	C2U32_RS04270	P795_RS09420	
1979	19	TetR/AcrR family transcriptional regulator	7978mff	ACX60_RS10290	0		ACX60_RS10290	ABD1_RS08060	RR41_RS12080	AB987_RS17630	BS103_RS07970	B7L46_RS17460	IX88_RS09685	A4U85_RS09685	ABCIP7010_RS07925	KAB07_RS08425	LX00_RS07865	ABA1_RS08610	BJAB0715_RS08965	IOMTU433_RS10370	Aba3207_RS00415	RU84_RS09390	AB895_RS16145	C2U32_RS04265	P795_RS09425	
1980	19	YchF/TatD family DNA exonuclease	7978mff	ACX60_RS10295	0		ACX60_RS10295	ABD1_RS08055	RR41_RS12075	AB987_RS17635	BS103_RS07965	B7L46_RS17455	IX88_RS09680	A4U85_RS09690	ABCIP7010_RS07920	KAB07_RS08420	LX00_RS07860	ABA1_RS08605	BJAB0715_RS08960	IOMTU433_RS10375	Aba3207_RS00410	RU84_RS09395	AB895_RS16140	C2U32_RS04260	P795_RS09430	
1981	19	type 4 fimbrial biogenesis protein	1279779	ABD1_RS08050	0		ACX60_RS10300	ABD1_RS08050	RR41_RS12070	AB987_RS17640	BS103_RS07960	B7L46_RS17450	IX88_RS09675	A4U85_RS09695	ABCIP7010_RS07915	KAB07_RS08415	LX00_RS07855	ABA1_RS08600	BJAB0715_RS08955	IOMTU433_RS10380	Aba3207_RS00405	RU84_RS09400	AB895_RS16135	C2U32_RS04255	P795_RS09435	
1982	19	DNA polymerase III subunit delta'	A1296	BS103_RS07955	0		ACX60_RS10305	ABD1_RS08045	RR41_RS12065	AB987_RS17645	BS103_RS07955	B7L46_RS17445	IX88_RS09670	A4U85_RS09700	ABCIP7010_RS07910	KAB07_RS08410	LX00_RS07850	ABA1_RS08595	BJAB0715_RS08950	IOMTU433_RS10385	Aba3207_RS00400	RU84_RS09405	AB895_RS16130	C2U32_RS04250	P795_RS09440	
1983	19	3-deoxy-manno-octulosonate cytidylyltransferase	LAC4b	RR41_RS12060	0		ACX60_RS10310	ABD1_RS08040	RR41_RS12060	AB987_RS17650	BS103_RS07950	B7L46_RS17440	IX88_RS09665	A4U85_RS09705	ABCIP7010_RS07905	KAB07_RS08405	LX00_RS07845	ABA1_RS08590	BJAB0715_RS08945	IOMTU433_RS10390	Aba3207_RS00395	RU84_RS09410	AB895_RS16125	C2U32_RS04245	P795_RS09445	
1984	19	tetraacyldisaccharide 4'-kinase	bH12OA2	LX00_RS07840	0		ACX60_RS10315	ABD1_RS08035	RR41_RS12055	AB987_RS17655	BS103_RS07945	B7L46_RS17435	IX88_RS09660	A4U85_RS09710	ABCIP7010_RS07900	KAB07_RS08400	LX00_RS07840	ABA1_RS08585	BJAB0715_RS08940	IOMTU433_RS10395	Aba3207_RS00390	RU84_RS09415	AB895_RS16120	C2U32_RS04240	P795_RS09450	
1985	18	lipid A export permease/ATP-binding protein MsbA	1279779	ABD1_RS08030	0		ACX60_RS10320	ABD1_RS08030	RR41_RS12050	AB987_RS17660	BS103_RS07940	B7L46_RS17430	IX88_RS09655	A4U85_RS09715	ABCIP7010_RS07895	KAB07_RS08395	LX00_RS07835	ABA1_RS08580	BJAB0715_RS08935	IOMTU433_RS10400		RU84_RS09420	AB895_RS16115	C2U32_RS04235	P795_RS09455	
1986	19	biopolymer transporter ExbD	7978mff	ACX60_RS10325	0		ACX60_RS10325	ABD1_RS08025	RR41_RS12045	AB987_RS17665	BS103_RS07935	B7L46_RS17425	IX88_RS09650	A4U85_RS09720	ABCIP7010_RS07890	KAB07_RS08390	LX00_RS07830	ABA1_RS08575	BJAB0715_RS08930	IOMTU433_RS10405	Aba3207_RS00380	RU84_RS09425	AB895_RS16110	C2U32_RS04230	P795_RS09460	
1987	19	MotA/TolQ/ExbB proton channel family protein	7978mff	ACX60_RS10330	0		ACX60_RS10330	ABD1_RS08020	RR41_RS12040	AB987_RS17670	BS103_RS07930	B7L46_RS17420	IX88_RS09645	A4U85_RS09725	ABCIP7010_RS07885	KAB07_RS08385	LX00_RS07825	ABA1_RS08570	BJAB0715_RS08925	IOMTU433_RS10410	Aba3207_RS00375	RU84_RS09430	AB895_RS16105	C2U32_RS04225	P795_RS09465	
1988	19	chromosome partitioning protein	A1296	BS103_RS07925	0		ACX60_RS10335	ABD1_RS08015	RR41_RS12035	AB987_RS17675	BS103_RS07925	B7L46_RS17415	IX88_RS09640	A4U85_RS09730	ABCIP7010_RS07880	KAB07_RS08380	LX00_RS07820	ABA1_RS08565	BJAB0715_RS08920	IOMTU433_RS10415	Aba3207_RS00370	RU84_RS09435	AB895_RS16100	C2U32_RS04220	P795_RS09470	
1989	19	ParA family protein	7978mff	ACX60_RS10340	0		ACX60_RS10340	ABD1_RS08010	RR41_RS12030	AB987_RS17680	BS103_RS07920	B7L46_RS17410	IX88_RS09635	A4U85_RS09735	ABCIP7010_RS07875	KAB07_RS08375	LX00_RS07815	ABA1_RS08560	BJAB0715_RS08915	IOMTU433_RS10420	Aba3207_RS00365	RU84_RS09440	AB895_RS16095	C2U32_RS04215	P795_RS09475	
1990	19	ribosomal RNA small subunit methyltransferase G	7978mff	ACX60_RS10345	0		ACX60_RS10345	ABD1_RS08005	RR41_RS12025	AB987_RS17685	BS103_RS07915	B7L46_RS17405	IX88_RS09630	A4U85_RS09740	ABCIP7010_RS07870	KAB07_RS08370	LX00_RS07810	ABA1_RS08555	BJAB0715_RS08910	IOMTU433_RS10425	Aba3207_RS00360	RU84_RS09445	AB895_RS16090	C2U32_RS04210	P795_RS09480	
1991	19	nucleotidyltransferase family protein	bH12OA2	LX00_RS07805	0		ACX60_RS10350	ABD1_RS08000	RR41_RS12020	AB987_RS17690	BS103_RS07910	B7L46_RS17400	IX88_RS09625	A4U85_RS09745	ABCIP7010_RS07865	KAB07_RS08365	LX00_RS07805	ABA1_RS08550	BJAB0715_RS08905	IOMTU433_RS10430	Aba3207_RS00355	RU84_RS09450	AB895_RS16085	C2U32_RS04205	P795_RS09485	
1992	19	phosphotransferase	7978mff	ACX60_RS10355	0		ACX60_RS10355	ABD1_RS07995	RR41_RS12015	AB987_RS17695	BS103_RS07905	B7L46_RS17395	IX88_RS09620	A4U85_RS09750	ABCIP7010_RS07860	KAB07_RS08360	LX00_RS07800	ABA1_RS08545	BJAB0715_RS08900	IOMTU433_RS10435	Aba3207_RS00350	RU84_RS09455	AB895_RS16080	C2U32_RS04200	P795_RS09490	
1993	19	LPS-assembly protein LptD	ab736	A4U85_RS09755	0		ACX60_RS10360	ABD1_RS07990	RR41_RS12010	AB987_RS17700	BS103_RS07900	B7L46_RS17390	IX88_RS09615	A4U85_RS09755	ABCIP7010_RS07855	KAB07_RS08355	LX00_RS07795	ABA1_RS08540	BJAB0715_RS08895	IOMTU433_RS10440	Aba3207_RS00345	RU84_RS09460	AB895_RS16075	C2U32_RS04195	P795_RS09495	
1994	19	peptidylprolyl isomerase	7978mff	ACX60_RS10365	0		ACX60_RS10365	ABD1_RS07985	RR41_RS12005	AB987_RS17705	BS103_RS07895	B7L46_RS17385	IX88_RS09610	A4U85_RS09760	ABCIP7010_RS07850	KAB07_RS08350	LX00_RS07790	ABA1_RS08535	BJAB0715_RS08890	IOMTU433_RS10445	Aba3207_RS00340	RU84_RS09465	AB895_RS16070	C2U32_RS04190	P795_RS09500	
1995	19	fructose-bisphosphate aldolase class II	7978mff	ACX60_RS10370	0		ACX60_RS10370	ABD1_RS07980	RR41_RS12000	AB987_RS17710	BS103_RS07890	B7L46_RS17380	IX88_RS09605	A4U85_RS09765	ABCIP7010_RS07845	KAB07_RS08345	LX00_RS07785	ABA1_RS08530	BJAB0715_RS08885	IOMTU433_RS10450	Aba3207_RS00335	RU84_RS09470	AB895_RS16065	C2U32_RS04185	P795_RS09505	
1996	19	hypothetical protein	A1296	BS103_RS07885	0		ACX60_RS10375	ABD1_RS07975	RR41_RS11995	AB987_RS17715	BS103_RS07885	B7L46_RS17375	IX88_RS09600	A4U85_RS09770	ABCIP7010_RS07840	KAB07_RS08340	LX00_RS07780	ABA1_RS08525	BJAB0715_RS08880	IOMTU433_RS10455	Aba3207_RS00330	RU84_RS09475	AB895_RS16060	C2U32_RS04180	P795_RS09510	
1997	19	phosphoglycerate kinase	1279779	ABD1_RS07970	0		ACX60_RS10380	ABD1_RS07970	RR41_RS11990	AB987_RS17720	BS103_RS07880	B7L46_RS17370	IX88_RS09595	A4U85_RS09775	ABCIP7010_RS07835	KAB07_RS08335	LX00_RS07775	ABA1_RS08520	BJAB0715_RS08875	IOMTU433_RS10460	Aba3207_RS00325	RU84_RS09480	AB895_RS16055	C2U32_RS04175	P795_RS09515	
1998	19	DUF2237 domain-containing protein	7978mff	ACX60_RS10385	0		ACX60_RS10385	ABD1_RS07965	RR41_RS11985	AB987_RS17725	BS103_RS07875	B7L46_RS17365	IX88_RS09590	A4U85_RS09780	ABCIP7010_RS07830	KAB07_RS08330	LX00_RS07770	ABA1_RS08515	BJAB0715_RS08870	IOMTU433_RS10465	Aba3207_RS00320	RU84_RS09485	AB895_RS16050	C2U32_RS04170	P795_RS09520	
1999	19	septum formation protein Maf	B8300	AB987_RS17730	0		ACX60_RS10390	ABD1_RS07960	RR41_RS11980	AB987_RS17730	BS103_RS07870	B7L46_RS17360	IX88_RS09585	A4U85_RS09785	ABCIP7010_RS07825	KAB07_RS08325	LX00_RS07765	ABA1_RS08510	BJAB0715_RS08865	IOMTU433_RS10470	Aba3207_RS00315	RU84_RS09490	AB895_RS16045	C2U32_RS04165	P795_RS09525	
2000	19	cupin	bH12OA2	LX00_RS07760	0		ACX60_RS10395	ABD1_RS07955	RR41_RS11975	AB987_RS17735	BS103_RS07865	B7L46_RS17355	IX88_RS09580	A4U85_RS09790	ABCIP7010_RS07820	KAB07_RS08320	LX00_RS07760	ABA1_RS08505	BJAB0715_RS08860	IOMTU433_RS10475	Aba3207_RS00310	RU84_RS09495	AB895_RS16040	C2U32_RS04160	P795_RS09530	
2001	19	TetR/AcrR family transcriptional regulator	7978mff	ACX60_RS10400	0		ACX60_RS10400	ABD1_RS07950	RR41_RS11970	AB987_RS17740	BS103_RS07860	B7L46_RS17350	IX88_RS09575	A4U85_RS09795	ABCIP7010_RS07815	KAB07_RS08315	LX00_RS07755	ABA1_RS08500	BJAB0715_RS08855	IOMTU433_RS10480	Aba3207_RS00305	RU84_RS09500	AB895_RS16035	C2U32_RS04155	P795_RS09535	
2002	19	transcriptional regulator	7978mff	ACX60_RS10405	0		ACX60_RS10405	ABD1_RS07945	RR41_RS11965	AB987_RS17745	BS103_RS07855	B7L46_RS17345	IX88_RS09570	A4U85_RS09800	ABCIP7010_RS07810	KAB07_RS08310	LX00_RS07750	ABA1_RS08495	BJAB0715_RS08850	IOMTU433_RS10485	Aba3207_RS00300	RU84_RS09505	AB895_RS16030	C2U32_RS04140	P795_RS09540	
2003	19	serine/threonine transporter SstT	7978mff	ACX60_RS10410	0		ACX60_RS10410	ABD1_RS07940	RR41_RS11960	AB987_RS17750	BS103_RS07850	B7L46_RS17340	IX88_RS09565	A4U85_RS09805	ABCIP7010_RS07805	KAB07_RS08305	LX00_RS07745	ABA1_RS08490	BJAB0715_RS08845	IOMTU433_RS10490	Aba3207_RS00295	RU84_RS09510	AB895_RS16025	C2U32_RS04135	P795_RS09545	
2004	19	DUF1275 domain-containing protein	1279779	ABD1_RS07935	0		ACX60_RS10415	ABD1_RS07935	RR41_RS11955	AB987_RS17755	BS103_RS07845	B7L46_RS17335	IX88_RS09560	A4U85_RS09810	ABCIP7010_RS07800	KAB07_RS08300	LX00_RS07740	ABA1_RS08485	BJAB0715_RS08840	IOMTU433_RS10495	Aba3207_RS00290	RU84_RS09515	AB895_RS16020	C2U32_RS04130	P795_RS09550	
2005	19	DUF2058 domain-containing protein	1279779	ABD1_RS07930	0		ACX60_RS10420	ABD1_RS07930	RR41_RS11950	AB987_RS17760	BS103_RS07840	B7L46_RS17330	IX88_RS09555	A4U85_RS09815	ABCIP7010_RS07795	KAB07_RS08295	LX00_RS07735	ABA1_RS08480	BJAB0715_RS08835	IOMTU433_RS10500	Aba3207_RS00285	RU84_RS09520	AB895_RS16015	C2U32_RS04125	P795_RS09555	
2006	19	ABC transporter ATP-binding protein	7978mff	ACX60_RS10425	0		ACX60_RS10425	ABD1_RS07925	RR41_RS11945	AB987_RS17765	BS103_RS07835	B7L46_RS17325	IX88_RS09550	A4U85_RS09820	ABCIP7010_RS07790	KAB07_RS08290	LX00_RS07730	ABA1_RS08475	BJAB0715_RS08830	IOMTU433_RS10505	Aba3207_RS00280	RU84_RS09525	AB895_RS16010	C2U32_RS04120	P795_RS09560	
2007	19	dehydratase	7978mff	ACX60_RS10430	0		ACX60_RS10430	ABD1_RS07920	RR41_RS11940	AB987_RS17770	BS103_RS07830	B7L46_RS17320	IX88_RS09545	A4U85_RS09825	ABCIP7010_RS07785	KAB07_RS08285	LX00_RS07725	ABA1_RS08470	BJAB0715_RS08825	IOMTU433_RS10510	Aba3207_RS00275	RU84_RS09530	AB895_RS16005	C2U32_RS04115	P795_RS09565	
2008	19	AraC family transcriptional regulator	1279779	ABD1_RS07915	0		ACX60_RS10435	ABD1_RS07915	RR41_RS11935	AB987_RS17775	BS103_RS07825	B7L46_RS17315	IX88_RS09540	A4U85_RS09830	ABCIP7010_RS07780	KAB07_RS08280	LX00_RS07720	ABA1_RS08465	BJAB0715_RS08820	IOMTU433_RS10515	Aba3207_RS00270	RU84_RS09535	AB895_RS16000	C2U32_RS04110	P795_RS09570	
2009	19	glycine cleavage system protein H	7978mff	ACX60_RS10440	0		ACX60_RS10440	ABD1_RS07910	RR41_RS11930	AB987_RS17780	BS103_RS07820	B7L46_RS17310	IX88_RS09535	A4U85_RS09835	ABCIP7010_RS07775	KAB07_RS08275	LX00_RS07715	ABA1_RS08460	BJAB0715_RS08815	IOMTU433_RS10520	Aba3207_RS00265	RU84_RS09540	AB895_RS15995	C2U32_RS04105	P795_RS09575	
2010	19	NAD-dependent deacetylase	LAC4b	RR41_RS11925	0		ACX60_RS10445	ABD1_RS07905	RR41_RS11925	AB987_RS17785	BS103_RS07815	B7L46_RS17305	IX88_RS09530	A4U85_RS09840	ABCIP7010_RS07770	KAB07_RS08270	LX00_RS07710	ABA1_RS08455	BJAB0715_RS08810	IOMTU433_RS10525	Aba3207_RS00260	RU84_RS09545	AB895_RS15990	C2U32_RS04100	P795_RS09580	
2011	19	sodium/proline symporter PutP	1279779	ABD1_RS07900	0		ACX60_RS10450	ABD1_RS07900	RR41_RS11920	AB987_RS17790	BS103_RS07810	B7L46_RS17300	IX88_RS09525	A4U85_RS09845	ABCIP7010_RS07765	KAB07_RS08265	LX00_RS07705	ABA1_RS08450	BJAB0715_RS08805	IOMTU433_RS10530	Aba3207_RS00255	RU84_RS09550	AB895_RS15985	C2U32_RS04095	P795_RS09585	
2012	19	hypothetical protein	LAC4b	RR41_RS11915	0		ACX60_RS10455	ABD1_RS07895	RR41_RS11915	AB987_RS17795	BS103_RS07805	B7L46_RS17295	IX88_RS09520	A4U85_RS09850	ABCIP7010_RS07760	KAB07_RS08260	LX00_RS07700	ABA1_RS08445	BJAB0715_RS08800	IOMTU433_RS10535	Aba3207_RS00250	RU84_RS09555	AB895_RS15980	C2U32_RS04090	P795_RS09590	
